თაქთაქიშვილი ჩიორა	ჩიორა	თაქთაქიშვილი	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=119:taktakishvili-chiora&amp;Itemid=129&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=46248	246	4	http://ka.wikipedia.org/w/index.php?search=თაქთაქიშვილი%20ჩიორა	https://twitter.com/search?q=თაქთაქიშვილი%20ჩიორა	http://www.facebook.com/search.php?q=თაქთაქიშვილი%20ჩიორა	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=თაქთაქიშვილი%20ჩიორა 
თამაზაშვილი ალექსანდრე	ალექსანდრე	თამაზაშვილი	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=260:tamazashvili-aleksandre&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=44534	107	1	http://ka.wikipedia.org/w/index.php?search=თამაზაშვილი%20ალექსანდრე	https://twitter.com/search?q=თამაზაშვილი%20ალექსანდრე	http://www.facebook.com/search.php?q=თამაზაშვილი%20ალექსანდრე	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=თამაზაშვილი%20ალექსანდრე 
თარგამაძე გიორგი (გივი)	გიორგი	თარგამაძე	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=122:targamadze-giorgi-givi&amp;Itemid=129&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=6919	-144	3	http://ka.wikipedia.org/w/index.php?search=თარგამაძე%20გიორგი	https://twitter.com/search?q=თარგამაძე%20გიორგი	http://www.facebook.com/search.php?q=თარგამაძე%20გიორგი	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=თარგამაძე%20გიორგი 
თევდორაძე გიორგი	გიორგი	თევდორაძე	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=257:tevdoradze-giorgi&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=46889	330	1	http://ka.wikipedia.org/w/index.php?search=თევდორაძე%20გიორგი	https://twitter.com/search?q=თევდორაძე%20გიორგი	http://www.facebook.com/search.php?q=თევდორაძე%20გიორგი	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=თევდორაძე%20გიორგი 
თოფაძე გიორგი	გიორგი	თოფაძე	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=228:tophadze-giorgi&amp;Itemid=129&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=44022	81	1	http://ka.wikipedia.org/w/index.php?search=თოფაძე%20გიორგი	https://twitter.com/search?q=თოფაძე%20გიორგი	http://www.facebook.com/search.php?q=თოფაძე%20გიორგი	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=თოფაძე%20გიორგი 
კანდელაკი გიორგი	გიორგი	კანდელაკი	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=54:kandelaki-giorgi&amp;Itemid=129&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=46249	246	4	http://ka.wikipedia.org/w/index.php?search=კანდელაკი%20გიორგი	https://twitter.com/search?q=კანდელაკი%20გიორგი	http://www.facebook.com/search.php?q=კანდელაკი%20გიორგი	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=კანდელაკი%20გიორგი 
კარბელაშვილი გიორგი	გიორგი	კარბელაშვილი	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=251:karbelashvili-giorgi&amp;Itemid=129&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=45162	186	1	http://ka.wikipedia.org/w/index.php?search=კარბელაშვილი%20გიორგი	https://twitter.com/search?q=კარბელაშვილი%20გიორგი	http://www.facebook.com/search.php?q=კარბელაშვილი%20გიორგი	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=კარბელაშვილი%20გიორგი 
კახიანი გიორგი	გიორგი	კახიანი	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=264:kakhiani-giorgi&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=46706	289	1	http://ka.wikipedia.org/w/index.php?search=კახიანი%20გიორგი	https://twitter.com/search?q=კახიანი%20გიორგი	http://www.facebook.com/search.php?q=კახიანი%20გიორგი	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=კახიანი%20გიორგი 
კაჭახიძე მერაბ	მერაბ	კაჭახიძე	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=226:kachakhidze-merab&amp;Itemid=129&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=44025	80	1	http://ka.wikipedia.org/w/index.php?search=კაჭახიძე%20მერაბ	https://twitter.com/search?q=კაჭახიძე%20მერაბ	http://www.facebook.com/search.php?q=კაჭახიძე%20მერაბ	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=კაჭახიძე%20მერაბ 
კედელაშვილი ზაზა	ზაზა	კედელაშვილი	http://parliament.ge//index.php?option=com_k2&amp;view=item&amp;id=254:kedelashvili-zaza&amp;lang=ge	https://declaration.gov.ge/declaration.php?id=44027	80	1	http://ka.wikipedia.org/w/index.php?search=კედელაშვილი%20ზაზა	https://twitter.com/search?q=კედელაშვილი%20ზაზა	http://www.facebook.com/search.php?q=კედელაშვილი%20ზაზა	https://www.linkedin.com/vsearch/p?type=people&amp;keywords=კედელაშვილი%20ზაზა 
