<?xml version="1.0" encoding="UTF-8"?>
გიორგი	ცაგარეიშვილი	თავდაცვისა და უშიშროების კომიტეტი	2012-05-15	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2012 წლის მაისი 
გელბახიანი	ვალერ	აგრარულ საკითხთა კომიტეტი	2006-10-10;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
გაჩეჩილაძე	მამუკა	აგრარულ საკითხთა კომიტეტი	2006-10-31;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
გოგიჩაშვილი	თენგიზ	აგრარულ საკითხთა კომიტეტი	2006-10-31;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
კემულარია	როლანდ	აგრარულ საკითხთა კომიტეტი	2006-10-31;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
საგანელიძე	დავით	აგრარულ საკითხთა კომიტეტი	2006-10-17;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
უმბათოვი	ალახვერდ	აგრარულ საკითხთა კომიტეტი	2006-10-31;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
ხურციძე	მერაბ	აგრარულ საკითხთა კომიტეტი	2006-10-31;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
გონგაძე	თენგიზ	ევროპასთან ინტეგრაციის კომიტეტი	2006-10-11;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
პატარკაციშვილი	ნანა	ევროპასთან ინტეგრაციის კომიტეტი	2006-10-11;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
უკლება	გიორგი	თავდაცვისა და უშიშროების კომიტეტი	2006-10-17;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
ცაძიკიძე	პავლე	თავდაცვისა და უშიშროების კომიტეტი	2006-10-17	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
შერაზადიშვილი	ზაქარია	თავდაცვისა და უშიშროების კომიტეტი	2006-10-10;2006-10-17;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
დარასელია	ლაშა	იურიდიულ საკითხთა კომიტეტი	2006-10-12;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
რურუა	ნიკოლოზ	იურიდიულ საკითხთა კომიტეტი	2006-10-12	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
რურუა	კონსტანტინე	იურიდიულ საკითხთა კომიტეტი	2006-10-12;2006-10-18;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
გზირიშვილი	ლევან	საპროცედურო საკითხთა და წესების კომიტეტი	2006-10-13;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2006 წლის ოქტომბერი 
თენგიზი	გოგიჩაშვილი	აგრარულ საკითხთა კომიტეტი	2007-04-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ვასილი	ჩიგოგიძე	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	200712-04-42007-04-;2007-04-20	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
გოჩა	ქურდაძე	ევროპასთან ინტეგრაციის კომიტეტი	2007-04-04	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ჰამლეტი	მოვსესიანი	იურიდიულ საკითხთა კომიტეტი	2007-04-11	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
რომანი	კუსიანი	იურიდიულ საკითხთა კომიტეტი	2007-04-04	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ნიკოლოზი	რურუა	იურიდიულ საკითხთა კომიტეტი	200719-04-42007-04-;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ლალი	ფაფიაშვილი	იურიდიულ საკითხთა კომიტეტი	2007-04-04	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ირინა	ქურდაძე	იურიდიულ საკითხთა კომიტეტი	200719-04-42007-04-;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ლაშა	დარასელია	იურიდიულ საკითხთა კომიტეტი	200711-04-42007-04-;2007-04-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
მარიკა	ვერულაშვილი	იურიდიულ საკითხთა კომიტეტი	200719-04-42007-04-	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ნიკოლოზი	ნაცვლიშვილი	იურიდიულ საკითხთა კომიტეტი	2007-04-11	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
გიორგი	ცაგარეიშვილი	იურიდიულ საკითხთა კომიტეტი	200719-04-112007-04-;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ნაზი	არონია	იურიდიულ საკითხთა კომიტეტი	2007-04-11	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის აპრილი 
ჩოჩელი	ცეზარ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	2007-12-06	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
ჩიგოგიძე	ვასილ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	2007-12-06;2007-12-12	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
თორთლაძე	გია	გარემოს დაცვისა და ბუნებრივი რესურსების კომიტეტი	2007-12-06	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
ხურციძე	მერაბ	გარემოს დაცვისა და ბუნებრივი რესურსების კომიტეტი	2007-12-06	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
გველუკაშვილი	თამაზ	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-12	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
რაისიანი	მელიქ	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-12;2007-12-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
მენაბდე	ალექსანდრე	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-12	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
კოსტავა	ზურაბ	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-12;2007-12-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
პატარკაციშვილი	ნანა	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-12;2007-12-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
ჯოჯუა	გოჩა	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-12;2007-12-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
ჭეიშვილი	თეიმურაზ	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-12;2007-12-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
თედორაძე	რამაზ	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
ნაჭყებია	მანანა	ევროპასთან ინტეგრაციის კომიტეტი	2007-12-19	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
მკოიანი	ენზელ	იურიდიულ საკითხთა კომიტეტი	2007-12-27	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
გზირიშვილი	ლევან	იურიდიულ საკითხთა კომიტეტი	2007-12-27	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
ნარჩემაშვილი	ლაშა	იურიდიულ საკითხთა კომიტეტი	2007-12-27	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
მოვსესიანი	ჰამლეტ	იურიდიულ საკითხთა კომიტეტი	2007-12-27	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
ბუკია	გოდერძი	საგარეო ურთიერთობათა კომიტეტი	2007-12-26	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის დეკემბერი 
გუნცაძე	კოკა	ადამიანის უფლებათა დაცვისა და სამოქალაქო ინტეგრაციის კომიტეტი	2007-02-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ქავთარაძე	თამაზ	ადამიანის უფლებათა დაცვისა და სამოქალაქო ინტეგრაციის კომიტეტი	2007-02-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ბაიბურთი	ვან	ევროპასთან ინტეგრაციის კომიტეტი	2007-02-08	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
გველუკაშვილი	თამაზ	ევროპასთან ინტეგრაციის კომიტეტი	2007-02-08	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ქურდაძე	გოჩა	ევროპასთან ინტეგრაციის კომიტეტი	2007-02-08	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
პატარკაციშვილი	ნანა	ევროპასთან ინტეგრაციის კომიტეტი	2007-02-08	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
აბულაძე	გიორგი	თავდაცვისა და უშიშროების კომიტეტი	2007-02-01	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ბოკერია	გიორგი	თავდაცვისა და უშიშროების კომიტეტი	2007-02-01	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ბრეგაძე	ბიძინა	თავდაცვისა და უშიშროების კომიტეტი	2007-02-01	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
უკლება	გიორგი	თავდაცვისა და უშიშროების კომიტეტი	2007-02-01	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ჯანაშია	როინ	თავდაცვისა და უშიშროების კომიტეტი	2007-02-01	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
გვარამაძე	ირაკლი	თავდაცვისა და უშიშროების კომიტეტი	2007-02-26	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ხურციძე	ბეჟან	თავდაცვისა და უშიშროების კომიტეტი	2007-02-26	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
გამყრელიძე	დავით	თავდაცვისა და უშიშროების კომიტეტი	2007-02-26	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
სუხიშვილი	კახა	თავდაცვისა და უშიშროების კომიტეტი	2007-02-26	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
მოვსესიანი	ჰამლეტ	იურიდიულ საკითხთა კომიტეტი	2007-02-08;2007-02-22	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
კუსიანი	რომან	იურიდიულ საკითხთა კომიტეტი	2007-02-08;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
რურუა	ნიკოლოზ	იურიდიულ საკითხთა კომიტეტი	2007-02-08;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ლეჟავა	პაატა	იურიდიულ საკითხთა კომიტეტი	2007-02-08	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
ჭეიშვილი	თეიმურაზ	ჯანმრთელობის დაცვისა და სოციალურ საკითხთა კომიტეტი	2007-02-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის თებერვალი 
გოგიჩაშვილი	თენგიზ	აგრარულ საკითხთა კომიტეტი	202007-05-03	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
ბაიბურთი	ვან	ადამიანის უფლებათა დაცვისა და სამოქალაქო ინტეგრაციის კომიტეტი	202007-05-18	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
ჩიგოგიძე	ვასილ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	202007-05-02	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
პატარკაციშვილი	ნანა	ევროპასთან ინტეგრაციის კომიტეტი	202007-05-17	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
უკლება	გიორგი	თავდაცვისა და უშიშროების კომიტეტი	202007-05-18	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
სუხიშვილი	კახა	თავდაცვისა და უშიშროების კომიტეტი	202007-05-18	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
ხურციძე	ბეჟან	თავდაცვისა და უშიშროების კომიტეტი	202007-05-18	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
ნაცვლიშვილი	ლაშა	საგარეო ურთიერთობათა კომიტეტი	202007-05-02;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
მოვსესიანი	ჰამლეტ	იურიდიულ საკითხთა კომიტეტი	202007-05-02;202007-05-17	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
ნაცვლიშვილი	ნიკოლოზ	იურიდიულ საკითხთა კომიტეტი	202007-05-16	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
დარასელია	ლაშა	იურიდიულ საკითხთა კომიტეტი	202007-05-17;202007-05-30	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
კარდანახიშვილი	იოსებ	ჯანმრთელობის დაცვისა და სოციალურ საკითხთა კომიტეტი	202007-05-15	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მაისი 
ქავთარაძე	თამაზ	ადამიანის უფლებათა დაცვისა და სამოქალაქო ინტეგრაციის კომიტეტი	2007-03-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
ჩიხრაძე	ფიქრია	ადამიანის უფლებათა დაცვისა და სამოქალაქო ინტეგრაციის კომიტეტი	2007-03-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
ნაჭყებია	მანანა	ევროპასთან ინტეგრაციის კომიტეტი	2007-03-22	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
ბაიბურთი	ვან	ევროპასთან ინტეგრაციის კომიტეტი	2007-03-27	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
კოსტავა	ზურაბ	ევროპასთან ინტეგრაციის კომიტეტი	2007-03-27	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
ბალავაძე	ვახტანგ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	2007-03-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
დოლიშვილი	თემურ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	2007-03-14	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
ჩიგოგიძე	ვასილ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	200714-03-92007-03-;200729-03-232007-03-	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
კუსიანი	რომან	იურიდიულ საკითხთა კომიტეტი	2007-03-21	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
რურუა	ნიკოლოზ	იურიდიულ საკითხთა კომიტეტი	2007-03-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
მოვსესიანი	ჰამლეტ	იურიდიულ საკითხთა კომიტეტი	2007-03-09;2007-03-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
გუჯაბიძე	ბიძინა	იურიდიულ საკითხთა კომიტეტი	2007-03-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
მეფარიშვილი	გია	იურიდიულ საკითხთა კომიტეტი	2007-03-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
გზირიშვილი	ლევან	იურიდიულ საკითხთა კომიტეტი	2007-03-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
დარასელია	ლაშა	იურიდიულ საკითხთა კომიტეტი	2007-03-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
კვეზერელი	ნიკოლოზ	თავდაცვისა და უშიშროების კომიტეტი	2007-03-09;2007-03-14	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
ხურციძე	ბეჟან	თავდაცვისა და უშიშროების კომიტეტი	2007-03-09;2007-03-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
გვარამაძე	ირაკლი	თავდაცვისა და უშიშროების კომიტეტი	2007-03-14	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
ბოკერია	გიორგი	თავდაცვისა და უშიშროების კომიტეტი	2007-03-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
მოვსესიანი	ჰამლეტ	ჯანმრთელობის დაცვისა და სოციალურ საკითხთა კომიტეტი	200716-03-092007-03-;2007-03-22	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
გეწაძე	კახა	ჯანმრთელობის დაცვისა და სოციალურ საკითხთა კომიტეტი	2007-03-09	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის მარტი 
უმბათოვი	ალახვერდ	აგრარულ საკითხთა კომიტეტი	2007-11-01;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
გუნცაძე	კოკა	ადამიანის უფლებათა დაცვისა და სამოქ. ინტეგრაციის კომიტეტი	2007-11-20	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
ნერგაძე	თემურ	ადამიანის უფლებათა დაცვისა და სამოქ. ინტეგრაციის კომიტეტი	2007-11-20;2007-11-21	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
წულაია	გიორგი	ადამიანის უფლებათა დაცვისა და სამოქ. ინტეგრაციის კომიტეტი	200729-11-212007-11-;2007-11-30	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
თორთლაძე	გია	გარემოს დაცვისა და ბუნებრივი რესურსების კომიტეტი	2007-11-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
სალაყაია	გიორგი	გარემოს დაცვისა და ბუნებრივი რესურსების კომიტეტი	2007-11-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
ხურციძე	მერაბ	გარემოს დაცვისა და ბუნებრივი რესურსების კომიტეტი	2007-11-01;2007-11-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
ჩიგოგიძე	ვასილ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	2007-11-14;2007-11-28	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
გოგიჩაშვილი	თემურ	დარგობრივი ეკონომიკისა და ეკონომიკური პოლიტიკის კომიტეტი	2007-11-28	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
ჭეიშვილი	თემურ	ევროპასთან ინტეგრაციის კომიტეტი	2007-11-15	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
თედორაძე	რამაზ	ევროპასთან ინტეგრაციის კომიტეტი	2007-11-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
ქურდაძე	გოჩა	ევროპასთან ინტეგრაციის კომიტეტი	2007-11-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
პატარკაციშვილი	ნანა	ევროპასთან ინტეგრაციის კომიტეტი	2007-11-15;2007-11-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
ცაგარეიშვილი	გიორგი	ევროპასთან ინტეგრაციის კომიტეტი	2007-11-15;2007-11-29	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
ხურციძე	ბეჟან	თავდაცვისა და უშიშროების კომიტეტი	2007-11-21;2007-11-28	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
კვეზერელი	ნიკოლოზ	თავდაცვისა და უშიშროების კომიტეტი	2007-11-28	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
უკლება	გიორგი	თავდაცვისა და უშიშროების კომიტეტი	2007-11-21	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
მოვსესიანი	ჰამლეტ	იურიდიულ საკითხთა კომიტეტი	2007-11-20	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
გზირიშვილი	ლევან	იურიდიულ საკითხთა კომიტეტი	2007-11-21	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
კუსიანი	რომან	იურიდიულ საკითხთა კომიტეტი	2007-11-20	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ნოემბერი 
გოგიჩაშვილი	თენგიზ	აგრარულ საკითხთა კომიტეტი	2007-10-11;	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ოქტომბერი 
პარუნაშვილი	ნუგზარ	ადამიანის უფლებათა დაცვისა და სამოქ. ინტეგრაციის კომიტეტი	2007-10-05	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ოქტომბერი 
ჩიგოგიძე	ვასილ	დარგობრივი ეკონომიკისა და ეკონ. პოლიტიკის კომიტეტი	200719-10-172007-10-;2007-10-31	კომიტეტის სხდომების არასაპატიო მიზეზით გაცდენის მონაცემები 2007 წლის ოქტომბერი 
